DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2021-0194-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Honshu Island,,,No,No,No,,7,Moment Magnitude,38.475,141.633,,2021,3,20,2021,3,20,,11,600,,611,,,,,550000,618467,88.92949348,"[{""adm1_code"":1651,""adm1_name"":""Aiti""},{""adm1_code"":1652,""adm1_name"":""Akita""},{""adm1_code"":1653,""adm1_name"":""Aomori""},{""adm1_code"":1655,""adm1_name"":""Hukui""},{""adm1_code"":1657,""adm1_name"":""Hukusima""},{""adm1_code"":1658,""adm1_name"":""Gifu""},{""adm1_code"":1659,""adm1_name"":""Gunma""},{""adm1_code"":1660,""adm1_name"":""Hirosima""},{""adm1_code"":1662,""adm1_name"":""Hyoogo""},{""adm1_code"":1663,""adm1_name"":""Ibaraki""},{""adm1_code"":1664,""adm1_name"":""Isikawa""},{""adm1_code"":1665,""adm1_name"":""Iwate""},{""adm1_code"":1668,""adm1_name"":""Kanagawa""},{""adm1_code"":1671,""adm1_name"":""Kyooto""},{""adm1_code"":1672,""adm1_name"":""Mie""},{""adm1_code"":1673,""adm1_name"":""Miyagi""},{""adm1_code"":1675,""adm1_name"":""Nagano""},{""adm1_code"":1677,""adm1_name"":""Nara""},{""adm1_code"":1678,""adm1_name"":""Niigata""},{""adm1_code"":1680,""adm1_name"":""Okayama""},{""adm1_code"":1682,""adm1_name"":""Oosaka""},{""adm1_code"":1684,""adm1_name"":""Saitama""},{""adm1_code"":1685,""adm1_name"":""Siga""},{""adm1_code"":1686,""adm1_name"":""Simane""},{""adm1_code"":1687,""adm1_name"":""Sizuoka""},{""adm1_code"":1688,""adm1_name"":""Totigi""},{""adm1_code"":1690,""adm1_name"":""Tookyoo""},{""adm1_code"":1691,""adm1_name"":""Tottori""},{""adm1_code"":1692,""adm1_name"":""Toyama""},{""adm1_code"":1693,""adm1_name"":""Tiba""},{""adm1_code"":1694,""adm1_name"":""Wakayama""},{""adm1_code"":1695,""adm1_name"":""Yamagata""},{""adm1_code"":1696,""adm1_name"":""Yamaguti""},{""adm1_code"":1697,""adm1_name"":""Yamanasi""}]",2021-04-12,2023-09-25
2021-0200-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,East Java region,,,No,No,No,,6,Moment Magnitude,-8.562,112.519,,2021,4,11,2021,4,11,9,39,5520,420,5979,,,,,,,88.92949348,"[{""adm1_code"":1521,""adm1_name"":""Jawa Timur""}]",2021-04-13,2023-09-25
2021-0201-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Xinjiang Uygur Autonomous Region,,,No,No,No,,5.4,Moment Magnitude,41.816,81.164,,2021,3,24,2021,3,24,3,,195,,195,,,,,125000,140561,88.92949348,"[{""adm1_code"":927,""adm1_name"":""Xinjiang Uygur Zizhiqu""}]",2021-04-13,2023-09-25
2021-0215-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Bouchehr province,,,No,No,No,,5.9,Moment Magnitude,29.787,50.669,,2021,4,18,2021,4,18,,6,3537,,3543,,,,,,,88.92949348,"[{""adm1_code"":1540,""adm1_name"":""Bushehr""}]",2021-04-19,2023-09-25
2021-0225-BTN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,BTN,Bhutan,Southern Asia,Asia,Samdrup Jongkhar District,,,No,No,No,,6,Moment Magnitude,26.781,92.457,,2021,4,28,2021,4,28,,2,500,,502,,,,,,,88.92949348,"[{""adm1_code"":41311,""adm1_name"":""Samdrupjongkhar""}]",2021-06-24,2023-09-25
2021-0225-IND,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IND,India,Southern Asia,Asia,"Kamrup and Nagaon (Sonitpur District, northern Assam State)",,,No,No,No,,6.4,Moment Magnitude,26.781,92.457,,2021,4,28,2021,4,28,2,10,3000,,3010,,,,,,,88.92949348,"[{""adm2_code"":17593,""adm2_name"":""Sonitpur""}]",2021-04-29,2023-09-25
2021-0293-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Yanbi, Yongping (Yunnan province)",,,No,No,No,,6.1,Moment Magnitude,25.761,100.011,,2021,5,21,2021,5,21,3,28,39000,,39028,,,,,516000,580235,88.92949348,"[{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2021-05-25,2023-09-25
2021-0323-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Tehoru (Central Maluku Regency, south of Maluku Islands)",,Tsunami/Tidal wave,No,No,No,,5.9,Moment Magnitude,-3.593,129.503,,2021,6,16,2021,6,16,,,750,,750,,,,,,,88.92949348,"[{""adm2_code"":73781,""adm2_name"":""Maluku Tengah""}]",2021-06-22,2023-09-25
2021-0329-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Chuxiong Yi Autonomous Prefecture, Yunnan Province",,,No,No,No,,5.1,Moment Magnitude,,,,2021,6,10,2021,6,10,,2,8010,,8012,,,,,,,88.92949348,"[{""adm2_code"":13307,""adm2_name"":""Chuxiong Yi""}]",2021-06-23,2023-09-25
2021-0403-TJK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TJK,Tajikistan,Central Asia,Asia,Tadjikobod district (Douchanbé region),,,No,No,No,,5.9,Moment Magnitude,,,,2021,7,10,2021,7,10,5,,100,,100,,,,,,,88.92949348,"[{""adm2_code"":37628,""adm2_name"":""Tojikobod""}]",2021-07-12,2023-09-25
2021-0462-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,Piura region,,,No,No,No,,6.2,Moment Magnitude,,,,2021,7,30,2021,7,30,,721,700,,1421,,,,,,,88.92949348,"[{""adm1_code"":2347,""adm1_name"":""Piura""}]",2021-08-02,2023-09-25
2021-0511-HTI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000116,,HTI,Haiti,Latin America and the Caribbean,Americas,"Nippe, Grand Anse and the Sud departments",,,Yes,No,Yes,,7.2,Moment Magnitude,18.408,-73.475,,2021,8,14,2021,8,14,2575,12763,690000,,702763,1978063,2224305,,,1620071,1821748,88.92949348,"[{""adm1_code"":1416,""adm1_name"":""Sud""},{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2021-08-16,2023-09-25
2021-0587-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Lu County, Sichuan Province",,,No,No,No,,5.4,Moment Magnitude,29.182,105.391,,2021,9,16,2021,9,16,3,88,21870,2437,24395,,,,,250000,281122,88.92949348,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2021-09-16,2023-09-25
2021-0602-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,Southern Guerrero State,,Tsunami/Tidal wave,No,No,No,,7,Moment Magnitude,16.982,-99.773,,2021,9,8,2021,9,8,3,,21951,,21951,,,,,200000,224897,88.92949348,"[{""adm1_code"":2039,""adm1_name"":""Guerrero""}]",2021-09-17,2023-09-25
2021-0627-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,GRC,Greece,Southern Europe,Europe,"Arkalochori, Archontiko, Roussochoria, Patsideros, Heraklion, Minoa Pediadas",,,No,No,Yes,,6,Moment Magnitude,35.252,25.26,,2021,9,27,2021,9,27,1,20,,2316,2336,,,,,30000,33735,88.92949348,"[{""adm2_code"":16705,""adm2_name"":""Irakleiou""}]",2021-09-29,2023-09-25
2021-0654-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000156,,PAK,Pakistan,Southern Asia,Asia,Hernai district i(Balochistan),,"Slide (land, mud, snow, rock)",No,No,Yes,,5.9,Moment Magnitude,30.22,68.014,,2021,10,7,2021,10,7,21,300,63800,,64100,,,,,,,88.92949348,"[{""adm2_code"":40312,""adm2_name"":""Sibi District""}]",2021-10-08,2023-09-25
2021-0720-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Karangasem and Bangli Regencies (Bali),,,No,No,No,,5.1,Moment Magnitude,-8.356,115.458,,2021,10,16,2021,10,16,3,82,2620,1830,4532,,,,,,,88.92949348,"[{""adm2_code"":17970,""adm2_name"":""Bangli""},{""adm2_code"":17974,""adm2_name"":""Karangasem""}]",2021-11-05,2023-09-25
2021-0738-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000177,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Bandar Abbas County (central Hormozgan Province),,,No,No,No,,6.3,Moment Magnitude,27.721,56.065,,2021,11,14,2021,11,14,1,104,36484,,36588,,,,,165000,185540,88.92949348,"[{""adm2_code"":40896,""adm2_name"":""Bandar-e abbas""}]",2021-11-16,2023-09-25
2021-0758-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000192,,ECU,Ecuador,Latin America and the Caribbean,Americas,,,,No,No,No,,7.2,Moment Magnitude,-4.49,-76.846,,2021,11,28,2021,11,28,,,39,,39,,,,,,,88.92949348,,2021-11-30,2023-09-25
2021-0758-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2021-000192,,PER,Peru,Latin America and the Caribbean,Americas,"Condorcanqui, Rodriguez de Mendoza, Bongará, Luya, Chachapoyas, Bagua, Utcubamba (Amazonas); Cajamarca, San Marcos, Cutervo, San Ignacio, Celendín, San Miguel, Jaén, Chota (Cajamarca); Alto Amazonas, Datem del Marañón (Loreto); San Martín, Moyobamba, Picota, Rioja, Lamas, Dorado, Huallaga, Bellavista, Mariscal Cáceres (San Martín); Sihuas (Ancash); Huanuco; Julcán, Bolívar, Otuzco (La Libertad); Lambayeque, Chiclayo, Ferreñafe (Lambayeque); Huancabamba, Piura, Ayabaca (Piura); Huánuco, Dos de Mayo, Yarowilca (Huánuco); Pasco, Daniel Alcides Carrión (Pasco)",,,No,No,Yes,,7.2,Moment Magnitude,-4.49,-76.846,,2021,11,28,2021,11,28,,3,17909,,17912,,,,,,,88.92949348,"[{""adm2_code"":24005,""adm2_name"":""Bagua""},{""adm2_code"":24006,""adm2_name"":""Bongará""},{""adm2_code"":24007,""adm2_name"":""Chachapoyas""},{""adm2_code"":24008,""adm2_name"":""Condorcanqui""},{""adm2_code"":24009,""adm2_name"":""Luya""},{""adm2_code"":24010,""adm2_name"":""Rodríguez de Mendoza""},{""adm2_code"":24011,""adm2_name"":""Utcubamba""},{""adm2_code"":24030,""adm2_name"":""Sihuas""},{""adm2_code"":24059,""adm2_name"":""Cajamarca""},{""adm2_code"":24060,""adm2_name"":""Celendín""},{""adm2_code"":24061,""adm2_name"":""Chota""},{""adm2_code"":24063,""adm2_name"":""Cutervo""},{""adm2_code"":24065,""adm2_name"":""Jaén""},{""adm2_code"":24066,""adm2_name"":""San Ignacio""},{""adm2_code"":24067,""adm2_name"":""San Marcos""},{""adm2_code"":24068,""adm2_name"":""San Miguel""},{""adm2_code"":24096,""adm2_name"":""Huenuco""},{""adm2_code"":24102,""adm2_name"":""Yarowilca""},{""adm2_code"":91840,""adm2_name"":""Dos de Mayo""},{""adm2_code"":24118,""adm2_name"":""Bolívar""},{""adm2_code"":24121,""adm2_name"":""Julcan""},{""adm2_code"":24122,""adm2_name"":""Otuzco""},{""adm2_code"":24129,""adm2_name"":""Chiclayo""},{""adm2_code"":24130,""adm2_name"":""Ferreñafe""},{""adm2_code"":91842,""adm2_name"":""Datem del Maranon""},{""adm2_code"":91847,""adm2_name"":""Alto Amazonas""},{""adm2_code"":24154,""adm2_name"":""Daniel Alcides Carrión""},{""adm2_code"":24156,""adm2_name"":""Pasco""},{""adm2_code"":24157,""adm2_name"":""Ayabaca""},{""adm2_code"":24158,""adm2_name"":""Huancabamba""},{""adm2_code"":24161,""adm2_name"":""Piura""},{""adm2_code"":24179,""adm2_name"":""Bellavista""},{""adm2_code"":24182,""adm2_name"":""Lamas""},{""adm2_code"":24184,""adm2_name"":""Moyobamba""},{""adm2_code"":24185,""adm2_name"":""Picota""},{""adm2_code"":24186,""adm2_name"":""Rioja""},{""adm2_code"":91844,""adm2_name"":""El Dorado""},{""adm2_code"":91845,""adm2_name"":""Huallaga""},{""adm2_code"":91846,""adm2_name"":""Mariscal Cáceres""}]",2021-11-30,2023-09-25
2021-0801-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Selayar Islands Regency (South Sulawesi Province); Sikka Regency (Flores Island, East Nusa Tenggara Province)",,,No,No,No,,7.3,Moment Magnitude,,,,2021,12,14,2021,12,14,,7,1730,,1737,,,,,,,88.92949348,"[{""adm2_code"":18156,""adm2_name"":""Sikka""},{""adm2_code"":18182,""adm2_name"":""Selayar""}]",2021-12-15,2024-04-23
2021-0829-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Jiangcheng Hani and Yi Autonomous County (Yunnan province),,,No,No,No,,5.7,Moment Magnitude,,,,2021,12,24,2021,12,24,,10,19200,,19210,,,,,71000,79839,88.92949348,"[{""adm2_code"":13310,""adm2_name"":""Pu'er""}]",2022-01-03,2024-04-23
2021-0829-LAO,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,LAO,Lao People's Democratic Republic,South-eastern Asia,Asia,Phongsaly province,,,No,No,No,,5.7,Moment Magnitude,22.37,101.671,,2021,12,24,2021,12,24,,,,,,,,,,120,135,88.92949348,"[{""adm1_code"":1762,""adm1_name"":""Phongsali""}]",2022-01-03,2023-09-25
2022-0004-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Lijiang, Ninglang Yi, Yulong Naxi (Yunnan)",,,No,No,No,,5.4,Moment Magnitude,,,,2022,1,2,2022,1,2,,30,29000,,29030,,,,,54000,56223,96.04634213,"[{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2022-01-05,2023-09-25
2022-0012-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,Maluku Province,,,No,No,No,,5.6,Moment Magnitude,,,,2022,1,10,2022,1,10,,2,300,,302,,,,,,,96.04634213,"[{""adm1_code"":73615,""adm1_name"":""Maluku""}]",2022-01-12,2023-09-25
2022-0027-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2022-000008,,AFG,Afghanistan,Southern Asia,Asia,Qadis (Badghis province) Ghor and Hirat provinces,,,No,No,No,,5.3,Moment Magnitude,34.929,63.621,45 km E of Qala i Naw,2022,1,17,2022,1,17,28,4,,4000,4004,,,,,,,96.04634213,"[{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":282,""adm1_name"":""Hirat""},{""adm2_code"":99954,""adm2_name"":""Qadis""}]",2022-01-19,2023-09-25
2022-0042-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Banten, Jawa Barat",,,No,No,No,,6.6,Moment Magnitude,-6.86,105.289,,2022,1,14,2022,1,14,,1975,13415,,15390,,,,,23000,23947,96.04634213,"[{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]",2022-01-21,2024-04-23
2022-0045-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Gansu, Ningxia, Qinghai Province",,,No,No,No,,6.6,Moment Magnitude,37.828,101.29,,2022,1,8,2022,1,8,,9,26490,,26499,,,,,541000,563270,96.04634213,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""}]",2022-01-21,2024-04-23
2022-0057-HTI,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,HTI,Haiti,Latin America and the Caribbean,Americas,Nippes Department,,,No,No,No,,5.3,Moment Magnitude,18.494,-73.3,,2022,1,24,2022,1,24,2,52,15,950,1017,,,,,,,96.04634213,"[{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2022-01-27,2023-09-25
2022-0079-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,Barranca District (Datem del Marañón Province),,,No,No,No,,6.5,Moment Magnitude,-4.466,-76.928,,2022,2,3,2022,2,3,,,300,,300,,,,,,,96.04634213,"[{""adm2_code"":24132,""adm2_name"":""Barranca""},{""adm2_code"":91842,""adm2_name"":""Datem del Maranon""}]",2022-02-09,2023-09-25
2022-0092-GTM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Escuintla, Baja Verapaz, Chimaltenango, Guatemala, Quetzaltenango, Sacatepéquez, Sololá, Suchitepéquez and Totonicapán departments",,,No,No,No,,6.2,Moment Magnitude,14.228,-91.343,,2022,2,16,2022,2,16,3,2,31300,,31302,,,,,,,96.04634213,"[{""adm1_code"":64821,""adm1_name"":""Guatemala""},{""adm1_code"":64823,""adm1_name"":""Sacatepéquez""},{""adm1_code"":64824,""adm1_name"":""Chimaltenango""},{""adm1_code"":64825,""adm1_name"":""Escuintla""},{""adm1_code"":64827,""adm1_name"":""Sololá""},{""adm1_code"":64828,""adm1_name"":""Totonicapán""},{""adm1_code"":64829,""adm1_name"":""Quetzaltenango""},{""adm1_code"":64830,""adm1_name"":""Suchitepéquez""},{""adm1_code"":64835,""adm1_name"":""Baja Verapaz""}]",2022-02-17,2023-09-25
2022-0115-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Pasaman Regency, West Pasaman Regency (West Sumatra Province)",,,No,No,No,,6.1,Moment Magnitude,0.216,100.096,,2022,2,25,2022,2,25,15,388,24000,515,24903,,,,,39000,40605,96.04634213,"[{""adm2_code"":73745,""adm2_name"":""Kota Pasaman""},{""adm2_code"":73822,""adm2_name"":""Kota Pasaman Barat""}]",2022-02-28,2024-04-23
2022-0153-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Fukushima Prefecture,,,No,No,No,,7.3,Moment Magnitude,37.702,141.587,,2022,3,16,2022,3,16,3,183,558,,741,,,2800000,2915259,8800000,9162244,96.04634213,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""}]",2022-03-23,2024-04-23
2022-0177-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2022-000194,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Cotopaxi, Esmeraldas, Guayas, Imbabura, Los Ríos, Manabí, Pichincha, Santo Domingo de los Tsáchilas, Tungurahua",,,No,No,No,,5.8,Moment Magnitude,0.909,-79.589,,2022,3,26,2022,3,26,1,2,7802,,7804,,,,,,,96.04634213,"[{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1142,""adm1_name"":""Esmeraldas""},{""adm1_code"":1145,""adm1_name"":""Imbabura""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":1155,""adm1_name"":""Tungurahua""},{""adm1_code"":22005,""adm1_name"":""Guayas""},{""adm1_code"":22006,""adm1_name"":""Pichincha""},{""adm1_code"":22008,""adm1_name"":""Santo Domingo de los Tsachilas""}]",2022-03-28,2023-09-25
2022-0231-BIH,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,Ljubinje and Capljina,,,No,No,No,,5.6,Moment Magnitude,,,,2022,4,23,2022,4,23,1,2,1050,,1052,,,,,26000,27070,96.04634213,"[{""adm2_code"":6286,""adm2_name"":""Ljubinje""}]",2022-04-26,2023-09-25
2022-0334-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,"Baoxing, Lushan counties (Sichuan province)",,"Slide (land, mud, snow, rock)",No,No,No,,5.8,Moment Magnitude,30.395,102.958,,2022,6,1,2022,6,1,4,41,13500,,13541,,,,,42000,43729,96.04634213,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2022-06-01,2023-09-26
2022-0342-AFG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,AFG,Afghanistan,Southern Asia,Asia,"Giyan, Barmal, and Ziruk Districts in Paktika Province, and Spera (Khost Province)",,,No,No,No,,5.9,Moment Magnitude,33.092,69.514,,2022,6,21,2022,6,21,1036,2989,361634,,364623,,,,,,,96.04634213,"[{""adm2_code"":3622,""adm2_name"":""Spera""},{""adm2_code"":3685,""adm2_name"":""Bermel""},{""adm2_code"":3687,""adm2_name"":""Gyan""},{""adm2_code"":3699,""adm2_name"":""Ziruk""}]",2022-06-28,2023-09-26
2022-0342-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PAK,Pakistan,Southern Asia,Asia,Lakki Marwat District (southern Khyber Pakhtunkhwa),,,No,No,No,,5.9,Moment Magnitude,,,,2022,6,21,2022,6,21,43,,,,,,,,,,,96.04634213,"[{""adm2_code"":23632,""adm2_name"":""Khyber Agency""}]",2022-06-29,2023-09-26
2022-0402-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2022-000256,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kooshk, Konkh, Berke Seflin, Saye Khosh, Gavmiri, Chahderaz, Tang Sim, Doab, Basaeidoo, Chah Sahrghi, Gooran, Sayeh Khosh (Hormozgan Province)",,,No,No,No,,6.1,Moment Magnitude,26.899,55.321,,2022,7,2,2022,7,2,5,84,22216,,22300,,,,,143000,148886,96.04634213,,2022-07-05,2023-09-26
2022-0411-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Sichuan,,,No,No,No,,5.9,Moment Magnitude,33.373,101.887,,2022,6,10,2022,6,10,,4,780,,784,,,,,,,96.04634213,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2022-07-07,2023-09-26
2022-0430-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PER,Peru,Latin America and the Caribbean,Americas,La Capilla district (Moquegua department); Arequipa department,,,No,No,No,,5.5,Moment Magnitude,-16.783,-71.31,,2022,7,12,2022,7,12,,2,300,,302,,,,,,,96.04634213,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2345,""adm1_name"":""Moquegua""}]",2022-07-19,2023-09-26
2022-0448-PHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PHL,Philippines,South-eastern Asia,Asia,"Abra, Benguet, Ilocos Sur, Pangasinan, Mountain Province, Nueva Vizcaya",,"Slide (land, mud, snow, rock)",No,No,Yes,,7,Moment Magnitude,17.56,120.801,,2022,7,27,2022,7,27,10,394,502462,,502856,,,,,151000,157216,96.04634213,"[{""adm2_code"":24204,""adm2_name"":""Abra""},{""adm2_code"":24206,""adm2_name"":""Benguet""},{""adm2_code"":24209,""adm2_name"":""Mountain Province""},{""adm2_code"":24212,""adm2_name"":""Ilocos Sur""},{""adm2_code"":24214,""adm2_name"":""Pangasinan""},{""adm2_code"":24218,""adm2_name"":""Nueva Vizcaya""}]",2022-07-27,2023-09-26
2022-0567-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,CHN,China,Eastern Asia,Asia,Sichuan province,,,No,No,No,,6.6,Moment Magnitude,29.726,102.279,,2022,9,5,2022,9,5,118,400,130000,,130400,,,,,2300000,2394677,96.04634213,"[{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""}]",2022-09-05,2023-09-26
2022-0592-PNG,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,PNG,Papua New Guinea,Melanesia,Oceania,"Morobe, Padang, Es provinces",,,No,No,No,,7.6,Moment Magnitude,-6.256,146.469,,2022,9,13,2022,9,13,7,24,,1945,1969,,,,,,,96.04634213,,2022-09-13,2023-09-26
2022-0595-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Mentawai Islands Regency, (West Sumatra Province)",,,No,No,No,,6,Moment Magnitude,,,,2022,9,11,2022,9,11,,3,6000,,6003,,,,,,,96.04634213,,2022-09-13,2023-09-26
2022-0611-TWN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Hualien, Kaohsiung City and Taitung City",,,No,No,No,,6.5,Moment Magnitude,23.119,121.422,,2022,9,18,2022,9,18,1,140,,,140,,,,,50000,52058,96.04634213,,2022-09-20,2023-09-26
2022-0622-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Mexico; Coalcomán Municipality (Michoacán); Colima, Guerrero Jalisco States.",,,No,No,No,,6.8,Moment Magnitude,18.247,-102.952,,2022,9,22,2022,9,22,3,5,18000,,18005,,,,,,,96.04634213,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2039,""adm1_name"":""Guerrero""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2042,""adm1_name"":""Mexico""},{""adm1_code"":2043,""adm1_name"":""Michoacan""}]",2022-10-04,2023-09-26
2022-0623-MEX,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,MEX,Mexico,Latin America and the Caribbean,Americas,"Colima, Michoacán, Jalisco States",,Tsunami/Tidal wave,No,No,No,,7.6,Moment Magnitude,18.497,-102.982,,2022,9,19,2022,9,19,2,9,15453,2424,17886,,,,,25000,26029,96.04634213,"[{""adm1_code"":2035,""adm1_name"":""Colima""},{""adm1_code"":2041,""adm1_name"":""Jalisco""},{""adm1_code"":2043,""adm1_name"":""Michoacan""}]",2022-10-04,2023-09-26
